IGPCV;DENOMINACION;PROVINCIA;MUNICIPIO;UTMESTE;UTMNORTE;CODCLASIFICACION;CLASIFICACION;CODCATEGORIA;CATEGORIA
"46.091-9999-000001";"Castillo";"VALENCIA";"CASTELLONET DE LA CONQUESTA";"4310953";"737282";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.092-9999-000001";"Iglesia Parroquial de Nuestra Señora de los Ángeles";"VALENCIA";"CASTIELFABIB";"4443749";"644532";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.092-9999-000002";"Castillo y Murallas";"VALENCIA";"CASTIELFABIB";"4443682";"644553";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.092-9999-000012";"Campana María de la ermita Virgen de Gracia de Castielfabib";"VALENCIA";"CASTIELFABIB";;;2;"Bienes muebles 1ª";18;"Individual (mueble)"
"46.093-9999-000001";"Castillo de Catadau";"VALENCIA";"CATADAU";"4350183";"709720";1;"Bienes inmuebles 1ª";5;"Zona arqueológica"
"46.094-9999-000001";"Casa Vivanco";"VALENCIA";"CATARROJA";"4364742";"723543";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.097-9999-000001";"Castillo de Cofrentes";"VALENCIA";"COFRENTES";"4344165";"667174";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.098-9999-000001";"Castillo";"VALENCIA";"CORBERA";"4337303";"728735";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.098-9999-000002";"Torre Árabe de la Ermita de San Miguel";"VALENCIA";"CORBERA";"4339067";"728312";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.099-9999-000001";"Castillo de la Pileta";"VALENCIA";"CORTES DE PALLÁS";"4346000";"678192";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.099-9999-000002";"Castillo de Otonel";"VALENCIA";"CORTES DE PALLÁS";"4347732";"685592";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.099-9999-000003";"Castillo de Chirel";"VALENCIA";"CORTES DE PALLÁS";"4345330";"673845";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.099-9999-000004";"Castillo de Ruaya";"VALENCIA";"CORTES DE PALLÁS";"4345213";"677019";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.099-9999-000009";"Poblado ibérico Pico de los Ajos";"VALENCIA";"CORTES DE PALLÁS";"4355007";"676529";1;"Bienes inmuebles 1ª";5;"Zona arqueológica"
"46.100-9999-000002";"Escudo de los Blanes de Palafox, Señores de la Baronía de Cotes";"VALENCIA";"COTES";"4327540";"709713";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.101-9999-000001";"Casa de Cultura";"VALENCIA";"QUART DE LES VALLS";"4402416";"733817";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.102-9999-000001";"Cisterna Árabe";"VALENCIA";"QUART DE POBLET";"4373564";"720018";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.102-9999-000002";"Tramo Histórico de la Acequia de Mislata";"VALENCIA";"QUART DE POBLET";"4372825";"720693";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.105-9999-000001";"Escudo Heráldico del Mojón";"VALENCIA";"CULLERA";"4338782";"737592";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.105-9999-000002";"Torre de Marenyet";"VALENCIA";"CULLERA";"4336255";"738503";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.105-9999-000003";"Castillo de Cullera";"VALENCIA";"CULLERA";"4338802";"737591";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.105-9999-000004";"La Cruz de Término";"VALENCIA";"CULLERA";"4338785";"737594";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.105-9999-000048";"Muralla isabelina. La Línea";"VALENCIA";"CULLERA";;;1;"Bienes inmuebles 1ª";;
"46.105-9999-000049";"Murallas de Cullera";"VALENCIA";"CULLERA";;;1;"Bienes inmuebles 1ª";;
"46.105-9999-000050";"Alt del Fort y Muralla Carlina";"VALENCIA";"CULLERA";;;1;"Bienes inmuebles 1ª";5;"Zona arqueológica"
"46.106-9999-000001";"Iglesia Arciprestal de Nuestra Señora de los Ángeles";"VALENCIA";"CHELVA";"4401670";"671595";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.106-9999-000003";"Castillo y murallas";"VALENCIA";"CHELVA";"4401590";"671547";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.106-9999-000017";"Acueducto de Peña Cortada";"VALENCIA";"CHELVA";"4402544";"671612";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.106-9999-000034";"La Torrecilla";"VALENCIA";"CHELVA";"4402555";"672244";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.106-9999-000079";"Villa de Chelva y sus huertas";"VALENCIA";"CHELVA";"4401665";"671415";1;"Bienes inmuebles 1ª";1;"Conjunto histórico"
"46.106-9999-000083";"Torrecilla";"VALENCIA";"CHELVA";;;1;"Bienes inmuebles 1ª";;
"46.108-9999-000002";"Castillo";"VALENCIA";"CHERA";"4384210";"672607";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.109-9999-000001";"Iglesia Parroquial de San Lucas Evangelista";"VALENCIA";"CHESTE";"4374242";"699272";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.111-9999-000003";"Castillo";"VALENCIA";"CHIVA";"4371227";"696288";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.111-9999-000004";"Torreta de Chiva";"VALENCIA";"CHIVA";"4371907";"696442";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.111-9999-000005";"Torre de Telegrafía Óptica de Chiva";"VALENCIA";"CHIVA";"4370324";"704459";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.112-9999-000001";"Castillo";"VALENCIA";"CHULILLA";"4391665";"680689";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.114-9999-000001";"Castillo de Domeño";"VALENCIA";"DOMEÑO";"4397713";"676337";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.114-9999-000002";"Acueducto de Peña Cortada";"VALENCIA";"DOMEÑO";"4397661";"677683";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.115-9999-000001";"Restos del Castillo de Dos Aguas, Torre de Vilaragut";"VALENCIA";"DOS AGUAS";"4351019";"689703";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.115-9999-000003";"Castillo de Madrona";"VALENCIA";"DOS AGUAS";"4349800";"684910";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.115-9999-000004";"Yacimiento icnológico de Dos Aguas";"VALENCIA";"DOS AGUAS";"4348992";"690608";1;"Bienes inmuebles 1ª";7;"Zona paleontológica"
"46.116-9999-000001";"Torre del Virrey";"VALENCIA";"ELIANA (L')";"4382858";"711218";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.116-9999-000003";"Campana Maria del convento de San Gregorio de l'Eliana";"VALENCIA";"ELIANA (L')";;;2;"Bienes muebles 1ª";18;"Individual (mueble)"
"46.118-9999-000001";"Castillo";"VALENCIA";"ENGUERA";"4316739";"701070";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.118-9999-000003";"Iglesia Parroquial de San Miguel Arcángel";"VALENCIA";"ENGUERA";"4316905";"700328";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.120-9999-000001";"Castillo de Beselga";"VALENCIA";"ESTIVELLA";"4399118";"725616";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.122-9999-000001";"Escudo nobiliario de la familia Vilarrasa en el Palacio Señorial";"VALENCIA";"FAURA";"4401014";"734747";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.127-9999-000001";"Castillo del Rebollet";"VALENCIA";"FONT D'EN CARRÒS (LA)";"4311578";"746814";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.127-9999-000002";"Recinto amurallado El Rafalí";"VALENCIA";"FONT D'EN CARRÒS (LA)";"4311337";"745630";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.129-9999-000001";"Torre de Telegrafía Óptica de Fuenterrobles";"VALENCIA";"FUENTERROBLES";"4383301";"643161";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.130-9999-000004";"Batería Napoleónica de Gavarda";"VALENCIA";"GAVARDA";"4329510";"712645";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.131-9999-000001";"Castillo de Bairén";"VALENCIA";"GANDIA";"4320042";"743707";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.131-9999-000002";"El Morabito";"VALENCIA";"GANDIA";"4316959";"739909";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.131-9999-000003";"Escuelas Pías Antigua Universidad";"VALENCIA";"GANDIA";"4317115";"744212";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.131-9999-000004";"Palacio de los Duques de Gandía";"VALENCIA";"GANDIA";"4316735";"744316";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.131-9999-000005";"Colegiata de Santa María";"VALENCIA";"GANDIA";"4316898";"744294";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.131-9999-000006";"Murallas";"VALENCIA";"GANDIA";"4317159";"744039";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.131-9999-000007";"Escudo de los duques de Gandía Carlos de Borja y Magdalena Centelles del S. XVI";"VALENCIA";"GANDIA";"4316829";"744144";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.131-9999-000008";"Escudo de los duques de Gandía Carlos de Borja y Magdalena Centelles del S. XIX";"VALENCIA";"GANDIA";"4316845";"744132";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.131-9999-000013";"Alquería Fortificada Torre de los Padres / dels Pares";"VALENCIA";"GANDIA";"4316122";"746285";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.131-9999-000018";"Fortaleza Alquería del Duc";"VALENCIA";"GANDIA";"4319494";"744534";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.132-9999-000004";"Escudo en Antigua Casa Palacio";"VALENCIA";"GENOVÉS (EL)";"4316932";"717740";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.132-9999-000010";"Canal de Bellús a Xàtiva";"VALENCIA";"GENOVÉS (EL)";"4317227";"717389";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.133-9999-000001";"Castillo de Gestalgar";"VALENCIA";"GESTALGAR";"4386283";"685991";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.133-9999-000007";"Casa l'Endenia";"VALENCIA";"GESTALGAR";;;1;"Bienes inmuebles 1ª";;
"46.133-9999-000008";"Casa señorial y Torre de los Condes de la Alcúdia";"VALENCIA";"GESTALGAR";"4386087";"685958";1;"Bienes inmuebles 1ª";;
"46.134-9999-000002";"Torre";"VALENCIA";"GILET";"4395486";"729687";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.135-9999-000001";"Torre de la Casa Palacio de los Boil o Sardenyola";"VALENCIA";"GODELLA";"4377625";"722595";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.136-9999-000001";"Torre";"VALENCIA";"GODELLETA";"4366171";"699251";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.136-9999-000002";"Torre de Telegrafía Óptica de Godelleta";"VALENCIA";"GODELLETA";"4366262";"697624";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.139-9999-000001";"Iglesia Parroquial de San Vicente Mártir";"VALENCIA";"GUADASSUAR";"4340401";"717815";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.142-9999-000001";"Castillo";"VALENCIA";"JALANCE";"4339885";"665866";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.143-9999-000001";"Torre Guaita";"VALENCIA";"XERACO";"4325435";"742077";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.143-9999-000004";"Campana María de la parroquia de Ntra. Sra. de la Encarnación de Xeraco";"VALENCIA";"XERACO";;;2;"Bienes muebles 1ª";18;"Individual (mueble)"
"46.144-9999-000001";"Castillo";"VALENCIA";"JARAFUEL";"4334034";"666651";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.145-9999-000001";"Lienzo de Muralla y Barbacana";"VALENCIA";"XÀTIVA";"4318605";"715369";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.145-9999-000004";"Almudín";"VALENCIA";"XÀTIVA";"4318352";"714641";2;"Bienes muebles 1ª";20;"Fondo de museo (primera)"
"46.145-9999-000005";"Castillo de Xàtiva";"VALENCIA";"XÀTIVA";"4317800";"714810";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.145-9999-000006";"Conjunto Histórico Artístico de la Ciudad";"VALENCIA";"XÀTIVA";"4318403";"714876";1;"Bienes inmuebles 1ª";1;"Conjunto histórico"
"46.145-9999-000007";"Ermita de Santa Ana";"VALENCIA";"XÀTIVA";"4323142";"713646";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.145-9999-000008";"Ex-Convento de Santo Domingo";"VALENCIA";"XÀTIVA";"4318283";"714831";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.145-9999-000009";"Hospital Municipal";"VALENCIA";"XÀTIVA";"4318337";"714847";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.145-9999-000010";"Iglesia Colegiata de la Asunción de Nuestra Señora";"VALENCIA";"XÀTIVA";"4318374";"714932";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.145-9999-000011";"Iglesia de San Francisco";"VALENCIA";"XÀTIVA";"4318506";"714654";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.145-9999-000012";"Ermita de San Félix";"VALENCIA";"XÀTIVA";"4318018";"714880";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.145-9999-000013";"Iglesia Parroquial de San Pedro Apóstol";"VALENCIA";"XÀTIVA";"4318451";"715283";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.145-9999-000014";"Palacio de Alarcón";"VALENCIA";"XÀTIVA";"4318525";"714962";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.145-9999-000015";"Canal de Bellús a Xàtiva";"VALENCIA";"XÀTIVA";"4318447";"715450";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.145-9999-000028";"Real Monasterio de la Asunción o de Santa Clara";"VALENCIA";"XÀTIVA";"4318553";"714883";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.145-9999-000037";"Yacimiento Cova Negra";"VALENCIA";"XÀTIVA";"4315888";"716907";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.145-9999-000048";"Escudo de los Cebrián Júdici de Acharte";"VALENCIA";"XÀTIVA";"4318338";"714772";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.145-9999-000049";"Escudo de los Cerdá Bellvís.";"VALENCIA";"XÀTIVA";"4318306";"714653";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.145-9999-000050";"Escudo de los de Diego de la calle Moncada";"VALENCIA";"XÀTIVA";"4318494";"714735";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.145-9999-000051";"Escudo de los de Diego";"VALENCIA";"XÀTIVA";"4318428";"714639";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.145-9999-000052";"Escudo de los Sanz Próxita";"VALENCIA";"XÀTIVA";"4318496";"714787";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.145-9999-000053";"Escudo de los Mahiques Sanz";"VALENCIA";"XÀTIVA";"4318501";"714745";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.145-9999-000054";"Escudo de los Pelegero";"VALENCIA";"XÀTIVA";"4318477";"715044";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.145-9999-000055";"Escudo de los Sant Ramón Ferriol";"VALENCIA";"XÀTIVA";"4318499";"714707";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.145-9999-000056";"Solar de la antigua ciudad de Xàtiva";"VALENCIA";"XÀTIVA";"4318443";"715081";1;"Bienes inmuebles 1ª";5;"Zona arqueológica"
"46.147-9999-000002";"Iglesia de la Sangre";"VALENCIA";"LLÍRIA";"4388958";"706443";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.147-9999-000003";"Ayuntamiento de Llíria";"VALENCIA";"LLÍRIA";"4388895";"706430";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.147-9999-000013";"Poblado Ibérico Cerro San Miguel";"VALENCIA";"LLÍRIA";"4388493";"706083";1;"Bienes inmuebles 1ª";5;"Zona arqueológica"
"46.147-9999-000014";"Poblado Amurallado Cova Foradà";"VALENCIA";"LLÍRIA";"4393491";"698043";1;"Bienes inmuebles 1ª";5;"Zona arqueológica"
"46.147-9999-000017";"Santuario y Termas Romanas de la partida de Mura";"VALENCIA";"LLÍRIA";"4389363";"706407";1;"Bienes inmuebles 1ª";5;"Zona arqueológica"
"46.147-9999-000019";"Muralla Medieval de Llíria";"VALENCIA";"LLÍRIA";"4388895";"706482";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.147-9999-000020";"Restos de la Alcazaba";"VALENCIA";"LLÍRIA";"4389019";"706524";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.147-9999-000021";"Mausoleos Romanos";"VALENCIA";"LLÍRIA";"4389229";"706324";1;"Bienes inmuebles 1ª";5;"Zona arqueológica"
"46.147-9999-000025";"Campana de foc de la iglesia de la Sangre de Llíria";"VALENCIA";"LLÍRIA";;;2;"Bienes muebles 1ª";18;"Individual (mueble)"
"46.147-9999-000026";"Poblado ibérico Monravana";"VALENCIA";"LLÍRIA";"4395307";"700000";1;"Bienes inmuebles 1ª";5;"Zona arqueológica"
"46.150-9999-000001";"Castillo Xio";"VALENCIA";"LLUTXENT";"4315164";"729669";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.150-9999-000002";"Monasterio (Iglesia-Convento) del Corpus Christi";"VALENCIA";"LLUTXENT";"4314838";"729184";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.150-9999-000003";"Cruz de Término";"VALENCIA";"LLUTXENT";"4313699";"728704";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.150-9999-000004";"Cruz de la Subida de la Costa";"VALENCIA";"LLUTXENT";"4314007";"729180";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.150-9999-000005";"Castillo Palacio Señorial";"VALENCIA";"LLUTXENT";"4313783";"729072";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.150-9999-000007";"Ermita de la Consolación";"VALENCIA";"LLUTXENT";"4314587";"729156";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.156-9999-000001";"Iglesia Parroquial de la Santa Cruz";"VALENCIA";"LLOMBAI";"4350791";"709428";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.156-9999-000002";"Castillo de Aledua";"VALENCIA";"LLOMBAI";"4352552";"710284";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.156-9999-000012";"Esglèsia i Convent de la Santa Creu";"VALENCIA";"LLOMBAI";;;1;"Bienes inmuebles 1ª";4;"Monumento"
"46.156-9999-000016";"Campana gótica de la parroquia de la Santa Cruz de Llombai";"VALENCIA";"LLOMBAI";;;2;"Bienes muebles 1ª";18;"Individual (mueble)"
"46.158-9999-000001";"Castillo";"VALENCIA";"MACASTRE";"4361227";"690463";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.159-9999-000001";"Acueducto Els Arcs";"VALENCIA";"MANISES";"4373960";"718763";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.161-9999-000001";"Torre Olla";"VALENCIA";"MARINES";"4400725";"713761";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.161-9999-000004";"Castillo del Real";"VALENCIA";"MARINES";"4399908";"712241";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.162-9999-000001";"Portal de Massalavés";"VALENCIA";"MASSALAVÉS";"4335299";"714180";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.167-9999-000001";"Castillo de Abajo o El Castillito";"VALENCIA";"MILLARES";"4345980";"692657";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.167-9999-000002";"Castillo de Cabas";"VALENCIA";"MILLARES";"4347566";"689593";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.167-9999-000005";"Castillo de Corral Antón";"VALENCIA";"MILLARES";"4345347";"691856";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.167-9999-000006";"Yacimiento icnológico de Tambuc Este";"VALENCIA";"MILLARES";"4338873";"691198";1;"Bienes inmuebles 1ª";7;"Zona paleontológica"
"46.167-9999-000007";"Yacimiento icnológico de Tambuc Oeste";"VALENCIA";"MILLARES";"4338788";"691145";1;"Bienes inmuebles 1ª";7;"Zona paleontológica"
"46.170-9999-000002";"Castillo";"VALENCIA";"MOIXENT";"4305096";"695222";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.170-9999-000003";"Presa del Bosquet";"VALENCIA";"MOIXENT";"4303301";"695871";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.170-9999-000010";"Bastida de les Alcuses";"VALENCIA";"MOIXENT";"4298514";"690933";1;"Bienes inmuebles 1ª";5;"Zona arqueológica"
"46.170-9999-000019";"Necrópolis ibérica Corral de Saus";"VALENCIA";"MOIXENT";"4303426";"687587";1;"Bienes inmuebles 1ª";5;"Zona arqueológica"
"46.171-9999-000001";"Poblado Ibérico Amurallado del Tos Pelat";"VALENCIA";"MONCADA";"4382079";"721565";1;"Bienes inmuebles 1ª";5;"Zona arqueológica"
"46.172-9999-000001";"Castillo de Alcalans";"VALENCIA";"MONTSERRAT";"4356054";"708113";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.172-9999-000003";"El Castellet de Montserrat";"VALENCIA";"MONTSERRAT";"4359902";"706932";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.174-9999-000001";"Castillo de Montesa";"VALENCIA";"MONTESA";"4314022";"703412";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.174-9999-000003";"Escudo de los Madramany";"VALENCIA";"MONTESA";"4313813";"703409";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.176-9999-000001";"Castillo";"VALENCIA";"MONTROI";"4356821";"705363";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.179-9999-000001";"Castillo";"VALENCIA";"NAVARRÉS";"4331479";"699405";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.181-9999-000001";"Torres y muralla";"VALENCIA";"OLIVA";"4311822";"749467";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.181-9999-000003";"Castillo de Santa Ana";"VALENCIA";"OLIVA";"4311485";"749592";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.181-9999-000004";"Castillo del Castellar";"VALENCIA";"OLIVA";"4307383";"751346";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.181-9999-000006";"Palacio de los Condes de Oliva";"VALENCIA";"OLIVA";"4311815";"749537";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.181-9999-000018";"Elca, la casa del poeta Francisco Brines";"VALENCIA";"OLIVA";"4308950";"748602";1;"Bienes inmuebles 1ª";2;"Sitio histórico"
"46.181-9999-000028";"Colección artística Elca";"VALENCIA";"OLIVA";;;2;"Bienes muebles 1ª";;
"46.182-9999-000001";"El Castell (Torre Pardines y Casa Solariega de los Condes de Olocau)";"VALENCIA";"OLOCAU";"4397382";"711743";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.182-9999-000002";"Castillo del Real";"VALENCIA";"OLOCAU";"4399908";"712241";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.182-9999-000005";"Poblado Amurallado Puntal dels Llops";"VALENCIA";"OLOCAU";"4397556";"710748";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.183-9999-000001";"Escudo de Marau";"VALENCIA";"OLLERIA (L')";"4309790";"712756";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.183-9999-000002";"Iglesia Parroquial de Santa María Magdalena";"VALENCIA";"OLLERIA (L')";"4309879";"712701";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.183-9999-000009";"Campana Ave Maria del monasterio de los Santos Patronos de l'Olleria";"VALENCIA";"OLLERIA (L')";;;2;"Bienes muebles 1ª";18;"Individual (mueble)"
"46.184-9999-000002";"Escudo de los Rodríguez de la Encina, Barones de Santa Bárbara de la Heredad de Santa Bárbara";"VALENCIA";"ONTINYENT";"4298820";"707789";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.184-9999-000005";"Barrio de la Vila";"VALENCIA";"ONTINYENT";"4299709";"707436";1;"Bienes inmuebles 1ª";1;"Conjunto histórico"
"46.184-9999-000007";"Palacio de la Duquesa de Almodovar";"VALENCIA";"ONTINYENT";"4299623";"707372";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.184-9999-000008";"Murallas";"VALENCIA";"ONTINYENT";"4299792";"707490";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.184-9999-000020";"Iglesia Parroquial de la Asunción de Nuestra Señora (Santa María)";"VALENCIA";"ONTINYENT";"4299608";"707456";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.184-9999-000033";"Campana de Santa Agueda de la parroquia de San Rafael de Ontinyent";"VALENCIA";"ONTINYENT";;;2;"Bienes muebles 1ª";18;"Individual (mueble)"
"46.184-9999-000034";"Campana del rellotge, Rauxa o de Foc de la parroquia de Santa María de Ontinyent";"VALENCIA";"ONTINYENT";;;2;"Bienes muebles 1ª";18;"Individual (mueble)"
"46.184-9999-000035";"Campana Andreua del convento de la Purísima Sangre de Ontinyent";"VALENCIA";"ONTINYENT";;;2;"Bienes muebles 1ª";18;"Individual (mueble)"
"46.189-9999-000001";"Castellet de Carrícola";"VALENCIA";"PALOMAR [EL]";"4301602";"719304";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.190-9999-000006";"Alcázar / Calvario";"VALENCIA";"PATERNA";"4375452";"720110";1;"Bienes inmuebles 1ª";5;"Zona arqueológica"
"46.190-9999-000013";"Ayuntamiento. Palacio de los Condes de Villapaterna";"VALENCIA";"PATERNA";"4375486";"720168";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.190-9999-000014";"Torre Árabe y Cuevas que la circundan";"VALENCIA";"PATERNA";"4375711";"720110";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.192-9999-000001";"Escudo de los Aguiló, Señores de la Baronía de Petrés";"VALENCIA";"PETRÉS";"4396107";"730671";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.192-9999-000002";"Castillo";"VALENCIA";"PETRÉS";"4396069";"730901";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.194-9999-000001";"Torre Espioca";"VALENCIA";"PICASSENT";"4354869";"720642";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.195-9999-000001";"Torre Vigía";"VALENCIA";"PILES";"4315457";"749375";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.197-9999-000005";"Casa del Lloc de Sinyent";"VALENCIA";"POLINYÀ DE XÚQUER";"4341762";"725361";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.201-9999-000005";"Campana la mediana de la parroquia de San Miguel de Puebla de San Miguel";"VALENCIA";"PUEBLA DE SAN MIGUEL";;;2;"Bienes muebles 1ª";18;"Individual (mueble)"
"46.201-9999-000006";"Campana de la ermita de la Purísima de la Puebla de San Miguel";"VALENCIA";"PUEBLA DE SAN MIGUEL";;;2;"Bienes muebles 1ª";18;"Individual (mueble)"
"46.203-9999-000001";"Escudo de los Almunia Esparza, marqueses de Rafol de Almunia";"VALENCIA";"POBLA LLARGA (LA)";"4329513";"718346";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.203-9999-000002";"Escudo de los Brú";"VALENCIA";"POBLA LLARGA (LA)";"4329303";"718328";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.203-9999-000003";"Escudo de los Almunia Esparza";"VALENCIA";"POBLA LLARGA (LA)";"4329486";"718379";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.204-9999-000002";"Real Monasterio de Santa María";"VALENCIA";"PUIG DE SANTA MARIA [EL]";"4385561";"731579";1;"Bienes inmuebles 1ª";4;"Monumento"
